Displacement(m),Load(kN),Stress(kPa),Strain
0.00046,170.0,86580.30705451246,0.0046
0.00046,170.1,86631.23664689748,0.0046
0.00046,170.3,86733.0958316675,0.0046
0.00046,170.4,86784.0254240525,0.0046
0.00046,170.5,86834.95501643751,0.0046
0.00046,170.7,86936.81420120751,0.0046
0.00046,170.8,86987.74379359254,0.0046
0.00046,171.0,87089.60297836254,0.0046
0.00046,171.1,87140.53257074754,0.0046
0.00046,171.2,87191.46216313256,0.0046
0.00046,171.4,87293.32134790257,0.0046
0.00046,171.5,87344.25094028757,0.0046
0.00046,171.7,87446.11012505759,0.0046
0.00046,171.8,87497.0397174426,0.0046
0.00046,171.9,87547.96930982762,0.0046
0.00046,172.0,87598.89890221262,0.0046
0.00046,172.1,87649.82849459762,0.0046
0.00046,172.2,87700.75808698262,0.0046
0.00046,172.3,87751.68767936765,0.0046
0.00046,172.5,87853.54686413765,0.0046
0.00047,172.5,87853.54686413765,0.004699999999999999
0.00047,172.8,88006.33564129268,0.004699999999999999
0.00047,172.9,88057.26523367768,0.004699999999999999
0.00047,173.0,88108.1948260627,0.004699999999999999
0.00047,173.2,88210.0540108327,0.004699999999999999
0.00047,173.3,88260.98360321771,0.004699999999999999
0.00047,173.4,88311.91319560273,0.004699999999999999
0.00047,173.5,88362.84278798773,0.004699999999999999
0.00047,173.7,88464.70197275774,0.004699999999999999
0.00047,173.9,88566.56115752776,0.004699999999999999
0.00047,174.0,88617.49074991276,0.004699999999999999
0.00047,174.2,88719.34993468277,0.004699999999999999
0.00047,174.3,88770.27952706779,0.004699999999999999
0.00047,174.4,88821.20911945279,0.004699999999999999
0.00047,174.6,88923.0683042228,0.004699999999999999
0.00047,174.7,88973.9978966078,0.004699999999999999
0.00047,174.9,89075.85708137784,0.004699999999999999
0.00047,175.1,89177.71626614784,0.004699999999999999
0.00047,175.3,89279.57545091787,0.004699999999999999
0.00047,175.4,89330.50504330287,0.004699999999999999
0.00047,175.6,89432.36422807288,0.004699999999999999
0.00047,175.7,89483.29382045788,0.004699999999999999
0.00047,175.8,89534.2234128429,0.004699999999999999
0.00047999999999999996,175.9,89585.15300522791,0.0048
0.00047999999999999996,176.1,89687.01218999791,0.0048
0.00047999999999999996,176.3,89788.87137476794,0.0048
0.00047999999999999996,176.4,89839.80096715294,0.0048
0.00047999999999999996,176.6,89941.66015192294,0.0048
0.00047999999999999996,176.7,89992.58974430796,0.0048
0.00047999999999999996,176.9,90094.44892907797,0.0048
0.00047999999999999996,177.0,90145.37852146299,0.0048
0.00047999999999999996,177.2,90247.23770623299,0.0048
0.00047999999999999996,177.3,90298.167298618,0.0048
0.00047999999999999996,177.4,90349.09689100302,0.0048
0.00047999999999999996,177.5,90400.02648338802,0.0048
0.00047999999999999996,177.7,90501.88566815804,0.0048
0.00047999999999999996,177.8,90552.81526054305,0.0048
0.00047999999999999996,178.0,90654.67444531305,0.0048
0.00047999999999999996,178.2,90756.53363008307,0.0048
0.00047999999999999996,178.3,90807.46322246808,0.0048
0.00047999999999999996,178.4,90858.39281485308,0.0048
0.00047999999999999996,178.6,90960.2519996231,0.0048
0.00047999999999999996,178.7,91011.1815920081,0.0048
0.00047999999999999996,178.9,91113.04077677813,0.0048
0.00047999999999999996,179.0,91163.97036916313,0.0048
0.00047999999999999996,179.1,91214.89996154813,0.0048
0.00049,179.3,91316.75914631816,0.0049
0.00049,179.6,91469.54792347318,0.0049
0.00049,179.7,91520.47751585818,0.0049
0.00049,179.8,91571.40710824319,0.0049
0.00049,180.0,91673.2662930132,0.0049
0.00049,180.1,91724.1958853982,0.0049
0.00049,180.3,91826.05507016824,0.0049
0.00049,180.4,91876.98466255324,0.0049
0.00049,180.6,91978.84384732324,0.0049
0.00049,180.8,92080.70303209327,0.0049
0.00049,181.0,92182.56221686328,0.0049
0.00049,181.1,92233.49180924828,0.0049
0.00049,181.2,92284.42140163328,0.0049
0.00049,181.3,92335.3509940183,0.0049
0.00049,181.4,92386.28058640331,0.0049
0.00049,181.5,92437.21017878831,0.0049
0.00049,181.6,92488.13977117332,0.0049
0.00049,181.7,92539.06936355832,0.0049
0.00049,181.8,92589.99895594335,0.0049
0.00049,181.9,92640.92854832835,0.0049
0.00049,182.1,92742.78773309836,0.0049
0.0005,182.1,92742.78773309836,0.005
0.0005,182.2,92793.71732548336,0.005
0.0005,182.4,92895.57651025338,0.005
0.0005,182.5,92946.50610263839,0.005
0.0005,182.6,92997.43569502339,0.005
0.0005,182.8,93099.29487979341,0.005
0.0005,183.0,93201.15406456342,0.005
0.0005,183.1,93252.08365694842,0.005
0.0005,183.2,93303.01324933344,0.005
0.0005,183.3,93353.94284171845,0.005
0.0005,183.5,93455.80202648845,0.005
0.0005,183.7,93557.66121125847,0.005
0.0005,183.8,93608.59080364348,0.005
0.0005,183.9,93659.5203960285,0.005
0.0005,184.0,93710.4499884135,0.005
0.0005,184.1,93761.3795807985,0.005
0.0005,184.2,93812.3091731835,0.005
0.0005,184.3,93863.23876556853,0.005
0.0005,184.5,93965.09795033853,0.005
0.0005,184.6,94016.02754272353,0.005
0.0005,184.7,94066.95713510855,0.005
0.00051,184.8,94117.88672749356,0.0051
0.00051,184.9,94168.81631987856,0.0051
0.00051,185.1,94270.67550464858,0.0051
0.00051,185.2,94321.60509703358,0.0051
0.00051,185.3,94372.5346894186,0.0051
0.00051,185.4,94423.46428180361,0.0051
0.00051,185.5,94474.39387418861,0.0051
0.00051,185.6,94525.32346657361,0.0051
0.00051,185.7,94576.25305895861,0.0051
0.00051,185.8,94627.18265134364,0.0051
0.00051,185.9,94678.11224372864,0.0051
0.00051,186.0,94729.04183611364,0.0051
0.00051,186.1,94779.97142849865,0.0051
0.00051,186.2,94830.90102088366,0.0051
0.00051,186.3,94881.83061326867,0.0051
0.00051,186.4,94932.76020565367,0.0051
0.00051,186.5,94983.68979803869,0.0051
0.00051,186.6,95034.61939042369,0.0051
0.00051,186.7,95085.54898280869,0.0051
0.00051,186.8,95136.4785751937,0.0051
0.00051,186.9,95187.40816757872,0.0051
0.00051,187.0,95238.33775996372,0.0051
0.00051,187.1,95289.26735234872,0.0051
0.00051,187.3,95391.12653711875,0.0051
0.0005200000000000001,187.3,95391.12653711875,0.005200000000000001
0.0005200000000000001,187.7,95594.84490665876,0.005200000000000001
0.0005200000000000001,187.8,95645.77449904378,0.005200000000000001
0.0005200000000000001,188.0,95747.6336838138,0.005200000000000001
0.0005200000000000001,188.1,95798.5632761988,0.005200000000000001
0.0005200000000000001,188.3,95900.42246096882,0.005200000000000001
0.0005200000000000001,188.4,95951.35205335382,0.005200000000000001
0.0005200000000000001,188.6,96053.21123812383,0.005200000000000001
0.0005200000000000001,188.7,96104.14083050884,0.005200000000000001
0.0005200000000000001,188.9,96206.00001527886,0.005200000000000001
0.0005200000000000001,189.1,96307.85920004887,0.005200000000000001
0.0005200000000000001,189.3,96409.71838481889,0.005200000000000001
0.0005200000000000001,189.4,96460.6479772039,0.005200000000000001
0.0005200000000000001,189.5,96511.5775695889,0.005200000000000001
0.0005200000000000001,189.6,96562.5071619739,0.005200000000000001
0.0005200000000000001,189.7,96613.4367543589,0.005200000000000001
0.0005200000000000001,189.9,96715.29593912893,0.005200000000000001
0.0005200000000000001,190.0,96766.22553151393,0.005200000000000001
0.0005200000000000001,190.1,96817.15512389895,0.005200000000000001
0.0005200000000000001,190.2,96868.08471628395,0.005200000000000001
0.0005200000000000001,190.4,96969.94390105396,0.005200000000000001
0.00053,190.6,97071.80308582398,0.005299999999999999
0.00053,190.7,97122.73267820898,0.005299999999999999
0.00053,190.8,97173.662270594,0.005299999999999999
0.00053,190.9,97224.59186297901,0.005299999999999999
0.00053,191.1,97326.45104774901,0.005299999999999999
0.00053,191.3,97428.31023251904,0.005299999999999999
0.00053,191.4,97479.23982490404,0.005299999999999999
0.00053,191.5,97530.16941728904,0.005299999999999999
0.00053,191.6,97581.09900967406,0.005299999999999999
0.00053,191.7,97632.02860205906,0.005299999999999999
0.00053,191.8,97682.95819444407,0.005299999999999999
0.00053,192.0,97784.81737921409,0.005299999999999999
0.00053,192.1,97835.74697159909,0.005299999999999999
0.00053,192.2,97886.67656398409,0.005299999999999999
0.00053,192.3,97937.60615636912,0.005299999999999999
0.00053,192.4,97988.53574875412,0.005299999999999999
0.00053,192.5,98039.46534113912,0.005299999999999999
0.00053,192.6,98090.39493352412,0.005299999999999999
0.00053,192.8,98192.25411829415,0.005299999999999999
0.00053,192.9,98243.18371067915,0.005299999999999999
0.00053,193.0,98294.11330306415,0.005299999999999999
0.00053,193.1,98345.04289544917,0.005299999999999999
0.00054,193.2,98395.97248783417,0.005399999999999999
0.00054,193.3,98446.90208021918,0.005399999999999999
0.00054,193.5,98548.7612649892,0.005399999999999999
0.00054,193.7,98650.6204497592,0.005399999999999999
0.00054,193.9,98752.47963452923,0.005399999999999999
0.00054,194.0,98803.40922691423,0.005399999999999999
0.00054,194.1,98854.33881929923,0.005399999999999999
0.00054,194.2,98905.26841168424,0.005399999999999999
0.00054,194.3,98956.19800406926,0.005399999999999999
0.00054,194.5,99058.05718883927,0.005399999999999999
0.00054,194.6,99108.98678122427,0.005399999999999999
0.00054,194.7,99159.91637360927,0.005399999999999999
0.00054,194.8,99210.84596599429,0.005399999999999999
0.00054,194.9,99261.7755583793,0.005399999999999999
0.00054,195.0,99312.7051507643,0.005399999999999999
0.00054,195.1,99363.6347431493,0.005399999999999999
0.00054,195.3,99465.49392791933,0.005399999999999999
0.00055,195.3,99465.49392791933,0.0055
0.00055,195.4,99516.42352030434,0.0055
0.00055,195.5,99567.35311268934,0.0055
0.00055,195.6,99618.28270507435,0.0055
0.00055,195.7,99669.21229745935,0.0055
0.00055,195.8,99720.14188984437,0.0055
0.00055,195.9,99771.07148222937,0.0055
0.00055,196.0,99822.00107461438,0.0055
0.00055,196.1,99872.93066699938,0.0055
0.00055,196.2,99923.86025938438,0.0055
0.00055,196.3,99974.78985176941,0.0055
0.00055,196.4,100025.71944415441,0.0055
0.00055,196.5,100076.64903653941,0.0055
0.00055,196.6,100127.57862892441,0.0055
0.00055,196.7,100178.50822130943,0.0055
0.00055,196.8,100229.43781369444,0.0055
0.00055,196.9,100280.36740607944,0.0055
0.00055,197.0,100331.29699846444,0.0055
0.00055,197.1,100382.22659084946,0.0055
0.00055,197.2,100433.15618323446,0.0055
0.00055,197.3,100484.08577561947,0.0055
0.00055,197.4,100535.01536800449,0.0055
0.00055,197.6,100636.87455277449,0.0055
0.00055,197.7,100687.80414515949,0.0055
0.0005600000000000001,197.9,100789.66332992952,0.0056
0.0005600000000000001,198.1,100891.52251469952,0.0056
0.0005600000000000001,198.3,100993.38169946955,0.0056
0.0005600000000000001,198.4,101044.31129185455,0.0056
0.0005600000000000001,198.5,101095.24088423957,0.0056
0.0005600000000000001,198.6,101146.17047662457,0.0056
0.0005600000000000001,198.7,101197.10006900957,0.0056
0.0005600000000000001,198.9,101298.9592537796,0.0056
0.0005600000000000001,199.0,101349.8888461646,0.0056
0.0005600000000000001,199.1,101400.8184385496,0.0056
0.0005600000000000001,199.2,101451.7480309346,0.0056
0.0005600000000000001,199.3,101502.67762331963,0.0056
0.0005600000000000001,199.4,101553.60721570463,0.0056
0.0005600000000000001,199.5,101604.53680808963,0.0056
0.0005600000000000001,199.7,101706.39599285965,0.0056
0.0005600000000000001,199.8,101757.32558524466,0.0056
0.0005600000000000001,199.9,101808.25517762966,0.0056
0.0005600000000000001,200.1,101910.11436239968,0.0056
0.00057,200.2,101961.04395478468,0.005699999999999999
0.00057,200.3,102011.9735471697,0.005699999999999999
0.00057,200.4,102062.9031395547,0.005699999999999999
0.00057,200.5,102113.8327319397,0.005699999999999999
0.00057,200.6,102164.7623243247,0.005699999999999999
0.00057,200.7,102215.69191670972,0.005699999999999999
0.00057,200.8,102266.62150909474,0.005699999999999999
0.00057,201.0,102368.48069386474,0.005699999999999999
0.00057,201.1,102419.41028624975,0.005699999999999999
0.00057,201.3,102521.26947101977,0.005699999999999999
0.00057,201.4,102572.19906340478,0.005699999999999999
0.00057,201.5,102623.12865578978,0.005699999999999999
0.00057,201.6,102674.05824817478,0.005699999999999999
0.00057,201.7,102724.98784055978,0.005699999999999999
0.00057,201.8,102775.91743294481,0.005699999999999999
0.00057,201.9,102826.84702532981,0.005699999999999999
0.00057,202.0,102877.77661771482,0.005699999999999999
0.00057,202.1,102928.70621009982,0.005699999999999999
0.00057,202.2,102979.63580248483,0.005699999999999999
0.00057,202.3,103030.56539486985,0.005699999999999999
0.00057,202.4,103081.49498725485,0.005699999999999999
0.00058,202.5,103132.42457963986,0.0058
0.00058,202.6,103183.35417202486,0.0058
0.00058,202.7,103234.28376440986,0.0058
0.00058,202.8,103285.21335679488,0.0058
0.00058,202.9,103336.14294917989,0.0058
0.00058,203.0,103387.07254156489,0.0058
0.00058,203.1,103438.00213394989,0.0058
0.00058,203.2,103488.9317263349,0.0058
0.00058,203.3,103539.86131871992,0.0058
0.00058,203.4,103590.79091110492,0.0058
0.00058,203.5,103641.72050348992,0.0058
0.00058,203.6,103692.65009587494,0.0058
0.00058,203.7,103743.57968825994,0.0058
0.00058,203.8,103794.50928064495,0.0058
0.0005899999999999999,203.9,103845.43887302995,0.005899999999999999
0.0005899999999999999,204.0,103896.36846541497,0.005899999999999999
0.0005899999999999999,204.1,103947.29805779997,0.005899999999999999
0.0005899999999999999,204.2,103998.22765018497,0.005899999999999999
0.0005899999999999999,204.3,104049.15724256999,0.005899999999999999
0.0005899999999999999,204.4,104100.086834955,0.005899999999999999
0.0005899999999999999,204.5,104151.01642734,0.005899999999999999
0.0005899999999999999,204.6,104201.946019725,0.005899999999999999
0.0005899999999999999,204.8,104303.80520449503,0.005899999999999999
0.0005899999999999999,204.9,104354.73479688003,0.005899999999999999
0.0005899999999999999,205.1,104456.59398165005,0.005899999999999999
0.0005899999999999999,205.2,104507.52357403505,0.005899999999999999
0.0005899999999999999,205.3,104558.45316642006,0.005899999999999999
0.0005899999999999999,205.4,104609.38275880506,0.005899999999999999
0.0005899999999999999,205.5,104660.31235119008,0.005899999999999999
0.0005899999999999999,205.6,104711.24194357508,0.005899999999999999
0.0005899999999999999,205.9,104864.03072073011,0.005899999999999999
0.0005899999999999999,206.0,104914.96031311511,0.005899999999999999
0.0006,206.2,105016.81949788512,0.005999999999999999
0.0006,206.4,105118.67868265514,0.005999999999999999
0.0006,206.5,105169.60827504015,0.005999999999999999
0.0006,206.6,105220.53786742516,0.005999999999999999
0.0006,206.7,105271.46745981016,0.005999999999999999
0.0006,206.8,105322.39705219517,0.005999999999999999
0.0006,206.9,105373.32664458019,0.005999999999999999
0.0006,207.0,105424.25623696519,0.005999999999999999
0.0006,207.1,105475.18582935019,0.005999999999999999
0.0006,207.3,105577.04501412022,0.005999999999999999
0.0006,207.4,105627.97460650522,0.005999999999999999
0.0006,207.5,105678.90419889022,0.005999999999999999
0.0006,207.6,105729.83379127523,0.005999999999999999
0.0006,207.7,105780.76338366023,0.005999999999999999
0.0006,207.8,105831.69297604525,0.005999999999999999
0.0006,207.9,105882.62256843025,0.005999999999999999
0.0006,208.0,105933.55216081526,0.005999999999999999
0.00061,208.1,105984.48175320026,0.0060999999999999995
0.00061,208.2,106035.41134558526,0.0060999999999999995
0.00061,208.4,106137.2705303553,0.0060999999999999995
0.00061,208.6,106239.1297151253,0.0060999999999999995
0.00061,208.7,106290.05930751031,0.0060999999999999995
0.00061,208.8,106340.98889989532,0.0060999999999999995
0.00061,208.9,106391.91849228033,0.0060999999999999995
0.00061,209.1,106493.77767705034,0.0060999999999999995
0.00061,209.2,106544.70726943534,0.0060999999999999995
0.00061,209.3,106595.63686182036,0.0060999999999999995
0.00061,209.4,106646.56645420536,0.0060999999999999995
0.00061,209.5,106697.49604659037,0.0060999999999999995
0.00061,209.6,106748.42563897537,0.0060999999999999995
0.00061,209.7,106799.35523136037,0.0060999999999999995
0.00061,209.8,106850.2848237454,0.0060999999999999995
0.00061,209.9,106901.2144161304,0.0060999999999999995
0.00061,210.0,106952.1440085154,0.0060999999999999995
0.00062,210.1,107003.0736009004,0.0062
0.00062,210.2,107054.00319328542,0.0062
0.00062,210.4,107155.86237805543,0.0062
0.00062,210.5,107206.79197044043,0.0062
0.00062,210.7,107308.65115521045,0.0062
0.00062,210.8,107359.58074759546,0.0062
0.00062,211.0,107461.43993236548,0.0062
0.00062,211.1,107512.36952475048,0.0062
0.00062,211.2,107563.29911713548,0.0062
0.00062,211.5,107716.08789429051,0.0062
0.00062,211.6,107767.01748667553,0.0062
0.00062,211.7,107817.94707906053,0.0062
0.00062,211.8,107868.87667144554,0.0062
0.00063,212.0,107970.73585621556,0.0063
0.00063,212.1,108021.66544860056,0.0063
0.00063,212.2,108072.59504098556,0.0063
0.00063,212.3,108123.52463337057,0.0063
0.00063,212.4,108174.45422575559,0.0063
0.00063,212.5,108225.38381814059,0.0063
0.00063,212.6,108276.31341052559,0.0063
0.00063,212.7,108327.2430029106,0.0063
0.00063,212.8,108378.17259529562,0.0063
0.00063,212.9,108429.10218768062,0.0063
0.00063,213.0,108480.03178006562,0.0063
0.00063,213.1,108530.96137245063,0.0063
0.00063,213.2,108581.89096483563,0.0063
0.00064,213.2,108581.89096483563,0.0064
0.00064,213.3,108632.82055722065,0.0064
0.00064,213.4,108683.75014960565,0.0064
0.00064,213.5,108734.67974199067,0.0064
0.00064,213.6,108785.60933437567,0.0064
0.00064,213.7,108836.53892676067,0.0064
0.00064,213.8,108887.4685191457,0.0064
0.00064,213.9,108938.3981115307,0.0064
0.00064,214.0,108989.3277039157,0.0064
0.00064,214.1,109040.2572963007,0.0064
0.00064,214.2,109091.18688868571,0.0064
0.00065,214.2,109091.18688868571,0.0065
0.00065,214.3,109142.11648107073,0.0065
0.00065,214.4,109193.04607345573,0.0065
0.00065,214.5,109243.97566584073,0.0065
0.00065,214.6,109294.90525822574,0.0065
0.00065,214.7,109345.83485061074,0.0065
0.00065,214.8,109396.76444299576,0.0065
0.00065,214.9,109447.69403538077,0.0065
0.00065,215.0,109498.62362776577,0.0065
0.00065,215.1,109549.55322015077,0.0065
0.00065,215.2,109600.48281253577,0.0065
0.00066,215.2,109600.48281253577,0.0066
0.00066,215.3,109651.4124049208,0.0066
0.00066,215.4,109702.3419973058,0.0066
0.00066,215.5,109753.2715896908,0.0066
0.00066,215.6,109804.2011820758,0.0066
0.00066,215.7,109855.13077446082,0.0066
0.00066,215.8,109906.06036684584,0.0066
0.00066,215.9,109956.98995923084,0.0066
0.00066,216.0,110007.91955161585,0.0066
0.00066,216.1,110058.84914400085,0.0066
0.00066,216.2,110109.77873638585,0.0066
0.00066,216.3,110160.70832877087,0.0066
0.00066,216.4,110211.63792115588,0.0066
0.00066,216.5,110262.56751354088,0.0066
0.00067,216.6,110313.49710592588,0.0067
0.00067,216.7,110364.42669831088,0.0067
0.00067,216.8,110415.35629069591,0.0067
0.00067,216.9,110466.28588308091,0.0067
0.00067,217.0,110517.21547546591,0.0067
0.00067,217.1,110568.14506785093,0.0067
0.00067,217.2,110619.07466023593,0.0067
0.00067,217.3,110670.00425262094,0.0067
0.00067,217.4,110720.93384500594,0.0067
0.00067,217.5,110771.86343739096,0.0067
0.00067,217.6,110822.79302977596,0.0067
0.00067,217.7,110873.72262216096,0.0067
0.00067,217.8,110924.65221454599,0.0067
0.00067,217.9,110975.58180693099,0.0067
0.00068,217.9,110975.58180693099,0.0068000000000000005
0.00068,218.0,111026.51139931599,0.0068000000000000005
0.00068,218.1,111077.44099170099,0.0068000000000000005
0.00068,218.2,111128.370584086,0.0068000000000000005
0.00068,218.3,111179.30017647102,0.0068000000000000005
0.00068,218.4,111230.22976885602,0.0068000000000000005
0.00068,218.5,111281.15936124102,0.0068000000000000005
0.00068,218.6,111332.08895362604,0.0068000000000000005
0.00068,218.7,111383.01854601104,0.0068000000000000005
0.00069,218.8,111433.94813839605,0.006899999999999999
0.00069,218.9,111484.87773078107,0.006899999999999999
0.00069,219.0,111535.80732316607,0.006899999999999999
0.00069,219.1,111586.73691555107,0.006899999999999999
0.00069,219.2,111637.66650793607,0.006899999999999999
0.00069,219.3,111688.5961003211,0.006899999999999999
0.00069,219.4,111739.5256927061,0.006899999999999999
0.00069,219.5,111790.4552850911,0.006899999999999999
0.00069,219.6,111841.3848774761,0.006899999999999999
0.0007,219.6,111841.3848774761,0.006999999999999999
0.0007,219.7,111892.31446986111,0.006999999999999999
0.0007,219.8,111943.24406224613,0.006999999999999999
0.0007099999999999999,219.8,111943.24406224613,0.007099999999999999
0.0007099999999999999,219.9,111994.17365463113,0.007099999999999999
0.0007099999999999999,220.0,112045.10324701614,0.007099999999999999
0.0007099999999999999,220.1,112096.03283940114,0.007099999999999999
0.0007099999999999999,220.0,112045.10324701614,0.007099999999999999
0.0007199999999999999,220.0,112045.10324701614,0.007199999999999999
0.0007199999999999999,219.9,111994.17365463113,0.007199999999999999
0.0007199999999999999,220.0,112045.10324701614,0.007199999999999999
0.00073,220.0,112045.10324701614,0.007299999999999999
0.00073,220.1,112096.03283940114,0.007299999999999999
0.00073,220.2,112146.96243178615,0.007299999999999999
0.00073,220.3,112197.89202417116,0.007299999999999999
0.00073,220.2,112146.96243178615,0.007299999999999999
0.00073,220.1,112096.03283940114,0.007299999999999999
0.00074,220.2,112146.96243178615,0.0073999999999999995
0.00074,220.3,112197.89202417116,0.0073999999999999995
0.00074,220.4,112248.82161655618,0.0073999999999999995
0.00074,220.5,112299.75120894118,0.0073999999999999995
0.00074,220.4,112248.82161655618,0.0073999999999999995
0.00074,220.3,112197.89202417116,0.0073999999999999995
0.00074,220.2,112146.96243178615,0.0073999999999999995
0.00074,220.1,112096.03283940114,0.0073999999999999995
0.00075,220.1,112096.03283940114,0.0075
0.00075,220.0,112045.10324701614,0.0075
0.00075,219.9,111994.17365463113,0.0075
0.00075,219.8,111943.24406224613,0.0075
0.00075,219.7,111892.31446986111,0.0075
0.00075,219.6,111841.3848774761,0.0075
0.00075,219.5,111790.4552850911,0.0075
0.00075,219.4,111739.5256927061,0.0075
0.00076,219.4,111739.5256927061,0.0076
0.00076,219.3,111688.5961003211,0.0076
0.00076,219.2,111637.66650793607,0.0076
0.00076,219.1,111586.73691555107,0.0076
0.00076,219.0,111535.80732316607,0.0076
0.00076,218.9,111484.87773078107,0.0076
0.00076,218.8,111433.94813839605,0.0076
0.00076,218.7,111383.01854601104,0.0076
0.00076,218.6,111332.08895362604,0.0076
0.00076,218.5,111281.15936124102,0.0076
0.0007700000000000001,218.4,111230.22976885602,0.0077
0.0007700000000000001,218.3,111179.30017647102,0.0077
0.0007700000000000001,218.2,111128.370584086,0.0077
0.0007700000000000001,218.1,111077.44099170099,0.0077
0.0007700000000000001,218.0,111026.51139931599,0.0077
0.0007700000000000001,217.9,110975.58180693099,0.0077
0.0007700000000000001,217.8,110924.65221454599,0.0077
0.0007700000000000001,217.7,110873.72262216096,0.0077
0.0007700000000000001,217.6,110822.79302977596,0.0077
0.0007700000000000001,217.5,110771.86343739096,0.0077
0.0007700000000000001,217.4,110720.93384500594,0.0077
0.0007700000000000001,217.3,110670.00425262094,0.0077
0.0007700000000000001,217.2,110619.07466023593,0.0077
0.0007700000000000001,217.1,110568.14506785093,0.0077
0.00078,217.0,110517.21547546591,0.0078
0.00078,216.9,110466.28588308091,0.0078
0.00078,216.8,110415.35629069591,0.0078
0.00078,216.7,110364.42669831088,0.0078
0.00078,216.6,110313.49710592588,0.0078
0.00079,216.5,110262.56751354088,0.007899999999999999
0.00079,216.4,110211.63792115588,0.007899999999999999
0.00079,216.3,110160.70832877087,0.007899999999999999
0.00079,216.2,110109.77873638585,0.007899999999999999
0.00079,216.1,110058.84914400085,0.007899999999999999
0.00079,216.0,110007.91955161585,0.007899999999999999
0.00079,215.9,109956.98995923084,0.007899999999999999
0.00079,215.7,109855.13077446082,0.007899999999999999
0.00079,215.6,109804.2011820758,0.007899999999999999
0.00079,215.5,109753.2715896908,0.007899999999999999
0.00079,215.3,109651.4124049208,0.007899999999999999
0.00079,215.2,109600.48281253577,0.007899999999999999
0.00079,215.1,109549.55322015077,0.007899999999999999
0.00079,214.9,109447.69403538077,0.007899999999999999
0.00079,214.8,109396.76444299576,0.007899999999999999
0.00079,214.7,109345.83485061074,0.007899999999999999
0.00079,214.6,109294.90525822574,0.007899999999999999
0.00079,214.5,109243.97566584073,0.007899999999999999
0.00079,214.4,109193.04607345573,0.007899999999999999
0.00079,214.2,109091.18688868571,0.007899999999999999
0.0008,214.1,109040.2572963007,0.008
0.0008,213.9,108938.3981115307,0.008
0.0008,213.8,108887.4685191457,0.008
0.0008,213.5,108734.67974199067,0.008
0.0008,213.4,108683.75014960565,0.008
0.0008,213.2,108581.89096483563,0.008
0.0008,213.0,108480.03178006562,0.008
0.0008,212.9,108429.10218768062,0.008
0.0008,212.7,108327.2430029106,0.008
0.0008,212.5,108225.38381814059,0.008
0.0008,212.3,108123.52463337057,0.008
0.0008,212.2,108072.59504098556,0.008
0.0008,212.0,107970.73585621556,0.008
0.0008,211.8,107868.87667144554,0.008
0.0008,211.7,107817.94707906053,0.008
0.0008,211.5,107716.08789429051,0.008
0.0008,211.4,107665.15830190551,0.008
0.0008,211.3,107614.22870952051,0.008
0.0008100000000000001,211.1,107512.36952475048,0.0081
0.0008100000000000001,210.9,107410.51033998048,0.0081
0.0008100000000000001,210.8,107359.58074759546,0.0081
0.0008100000000000001,210.7,107308.65115521045,0.0081
0.0008100000000000001,210.5,107206.79197044043,0.0081
0.0008100000000000001,210.4,107155.86237805543,0.0081
0.0008100000000000001,210.3,107104.93278567043,0.0081
0.0008100000000000001,210.1,107003.0736009004,0.0081
0.0008100000000000001,210.0,106952.1440085154,0.0081
0.0008100000000000001,209.8,106850.2848237454,0.0081
0.0008100000000000001,209.7,106799.35523136037,0.0081
0.0008100000000000001,209.6,106748.42563897537,0.0081
0.0008100000000000001,209.4,106646.56645420536,0.0081
0.0008100000000000001,209.3,106595.63686182036,0.0081
0.0008100000000000001,209.1,106493.77767705034,0.0081
0.0008100000000000001,209.0,106442.84808466533,0.0081
0.0008100000000000001,208.9,106391.91849228033,0.0081
0.0008100000000000001,208.7,106290.05930751031,0.0081
0.0008100000000000001,208.5,106188.2001227403,0.0081
0.0008100000000000001,208.4,106137.2705303553,0.0081
0.00082,208.3,106086.34093797028,0.008199999999999999
0.00082,208.1,105984.48175320026,0.008199999999999999
0.00082,208.0,105933.55216081526,0.008199999999999999
0.00082,207.9,105882.62256843025,0.008199999999999999
0.00082,207.7,105780.76338366023,0.008199999999999999
0.00082,207.6,105729.83379127523,0.008199999999999999
0.00082,207.4,105627.97460650522,0.008199999999999999
0.00082,207.3,105577.04501412022,0.008199999999999999
0.00082,207.2,105526.11542173519,0.008199999999999999
0.00082,207.1,105475.18582935019,0.008199999999999999
0.00082,207.0,105424.25623696519,0.008199999999999999
0.00082,206.8,105322.39705219517,0.008199999999999999
0.00082,206.7,105271.46745981016,0.008199999999999999
0.00082,206.6,105220.53786742516,0.008199999999999999
0.00082,206.4,105118.67868265514,0.008199999999999999
0.00082,206.3,105067.74909027014,0.008199999999999999
0.00082,206.1,104965.88990550011,0.008199999999999999
0.00082,206.0,104914.96031311511,0.008199999999999999
0.00082,205.9,104864.03072073011,0.008199999999999999
0.00083,205.8,104813.10112834511,0.0083
0.00083,205.6,104711.24194357508,0.0083
0.00083,205.5,104660.31235119008,0.0083
0.00083,205.3,104558.45316642006,0.0083
0.00083,205.2,104507.52357403505,0.0083
0.00083,205.0,104405.66438926503,0.0083
0.00083,204.9,104354.73479688003,0.0083
0.00083,204.7,104252.87561211002,0.0083
0.00083,204.6,104201.946019725,0.0083
0.00083,204.4,104100.086834955,0.0083
