Displacement(m),Load(kN),Stress(kPa),Strain
0.00083,204.2,103998.22765018497,0.0083
0.00083,204.1,103947.29805779997,0.0083
0.00083,203.9,103845.43887302995,0.0083
0.00083,203.8,103794.50928064495,0.0083
0.00083,203.6,103692.65009587494,0.0083
0.00083,203.5,103641.72050348992,0.0083
0.00083,203.3,103539.86131871992,0.0083
0.00083,203.2,103488.9317263349,0.0083
0.00083,203.1,103438.00213394989,0.0083
0.00083,202.9,103336.14294917989,0.0083
0.00083,202.8,103285.21335679488,0.0083
0.00083,202.7,103234.28376440986,0.0083
0.00083,202.5,103132.42457963986,0.0083
0.00083,202.4,103081.49498725485,0.0083
0.00083,202.3,103030.56539486985,0.0083
0.0008399999999999999,202.2,102979.63580248483,0.0084
0.0008399999999999999,201.9,102826.84702532981,0.0084
0.0008399999999999999,201.8,102775.91743294481,0.0084
0.0008399999999999999,201.6,102674.05824817478,0.0084
0.0008399999999999999,201.5,102623.12865578978,0.0084
0.0008399999999999999,201.4,102572.19906340478,0.0084
0.0008399999999999999,201.3,102521.26947101977,0.0084
0.0008399999999999999,201.2,102470.33987863475,0.0084
0.0008399999999999999,201.1,102419.41028624975,0.0084
0.0008399999999999999,201.0,102368.48069386474,0.0084
0.0008399999999999999,200.9,102317.55110147974,0.0084
0.0008399999999999999,200.8,102266.62150909474,0.0084
0.0008399999999999999,200.6,102164.7623243247,0.0084
0.0008399999999999999,200.5,102113.8327319397,0.0084
0.0008399999999999999,200.4,102062.9031395547,0.0084
0.0008399999999999999,200.3,102011.9735471697,0.0084
0.0008399999999999999,200.1,101910.11436239968,0.0084
0.00085,200.1,101910.11436239968,0.008499999999999999
0.00085,199.9,101808.25517762966,0.008499999999999999
0.00085,199.7,101706.39599285965,0.008499999999999999
0.00085,199.6,101655.46640047464,0.008499999999999999
0.00085,199.4,101553.60721570463,0.008499999999999999
0.00085,199.3,101502.67762331963,0.008499999999999999
0.00085,199.1,101400.8184385496,0.008499999999999999
0.00085,199.0,101349.8888461646,0.008499999999999999
0.00085,198.8,101248.02966139458,0.008499999999999999
0.00085,198.7,101197.10006900957,0.008499999999999999
0.00085,198.5,101095.24088423957,0.008499999999999999
0.00085,198.4,101044.31129185455,0.008499999999999999
0.00085,198.1,100891.52251469952,0.008499999999999999
0.00085,198.0,100840.59292231452,0.008499999999999999
0.00085,197.8,100738.73373754452,0.008499999999999999
0.00085,197.7,100687.80414515949,0.008499999999999999
0.00085,197.6,100636.87455277449,0.008499999999999999
0.00085,197.4,100535.01536800449,0.008499999999999999
0.00085,197.3,100484.08577561947,0.008499999999999999
0.00085,197.2,100433.15618323446,0.008499999999999999
0.00086,197.0,100331.29699846444,0.0086
0.00086,196.8,100229.43781369444,0.0086
0.00086,196.6,100127.57862892441,0.0086
0.00086,196.4,100025.71944415441,0.0086
0.00086,196.3,99974.78985176941,0.0086
0.00086,196.2,99923.86025938438,0.0086
0.00086,196.1,99872.93066699938,0.0086
0.00086,195.9,99771.07148222937,0.0086
0.00086,195.8,99720.14188984437,0.0086
0.00086,195.6,99618.28270507435,0.0086
0.00086,195.5,99567.35311268934,0.0086
0.00086,195.4,99516.42352030434,0.0086
0.00086,195.3,99465.49392791933,0.0086
0.00086,195.1,99363.6347431493,0.0086
0.00087,194.9,99261.7755583793,0.0087
0.00087,194.8,99210.84596599429,0.0087
0.00087,194.6,99108.98678122427,0.0087
0.00087,194.5,99058.05718883927,0.0087
0.00087,194.3,98956.19800406926,0.0087
0.00087,194.0,98803.40922691423,0.0087
0.00087,193.9,98752.47963452923,0.0087
0.00087,193.7,98650.6204497592,0.0087
0.00087,193.5,98548.7612649892,0.0087
0.00087,193.4,98497.8316726042,0.0087
0.00087,193.2,98395.97248783417,0.0087
0.00087,193.1,98345.04289544917,0.0087
0.00087,192.8,98192.25411829415,0.0087
0.00087,192.7,98141.32452590913,0.0087
0.00087,192.5,98039.46534113912,0.0087
0.00087,192.4,97988.53574875412,0.0087
0.00087,192.2,97886.67656398409,0.0087
0.00087,192.1,97835.74697159909,0.0087
0.00087,191.9,97733.88778682907,0.0087
0.00087,191.8,97682.95819444407,0.0087
0.00087,191.6,97581.09900967406,0.0087
0.00087,191.4,97479.23982490404,0.0087
0.00087,191.3,97428.31023251904,0.0087
0.00087,191.1,97326.45104774901,0.0087
0.00088,191.1,97326.45104774901,0.0088
0.00088,190.8,97173.662270594,0.0088
0.00088,190.7,97122.73267820898,0.0088
0.00088,190.5,97020.87349343898,0.0088
0.00088,190.4,96969.94390105396,0.0088
0.00088,190.3,96919.01430866896,0.0088
0.00088,190.2,96868.08471628395,0.0088
0.00088,190.1,96817.15512389895,0.0088
0.00088,190.0,96766.22553151393,0.0088
0.00088,189.9,96715.29593912893,0.0088
0.00088,189.7,96613.4367543589,0.0088
0.00088,189.6,96562.5071619739,0.0088
0.00088,189.4,96460.6479772039,0.0088
0.00088,189.1,96307.85920004887,0.0088
0.00088,189.0,96256.92960766387,0.0088
0.00088,188.8,96155.07042289386,0.0088
0.0008900000000000001,188.5,96002.28164573883,0.0089
0.0008900000000000001,188.3,95900.42246096882,0.0089
0.0008900000000000001,188.1,95798.5632761988,0.0089
0.0008900000000000001,188.0,95747.6336838138,0.0089
0.0008900000000000001,187.7,95594.84490665876,0.0089
0.0008900000000000001,187.6,95543.91531427376,0.0089
0.0008900000000000001,187.4,95442.05612950375,0.0089
0.0008900000000000001,187.3,95391.12653711875,0.0089
0.0008900000000000001,187.0,95238.33775996372,0.0089
0.0008900000000000001,186.9,95187.40816757872,0.0089
0.0008900000000000001,186.7,95085.54898280869,0.0089
0.0008900000000000001,186.6,95034.61939042369,0.0089
0.0008900000000000001,186.3,94881.83061326867,0.0089
0.0008900000000000001,186.2,94830.90102088366,0.0089
0.0008900000000000001,186.0,94729.04183611364,0.0089
0.0008900000000000001,185.6,94525.32346657361,0.0089
0.0008900000000000001,185.4,94423.46428180361,0.0089
0.0008900000000000001,185.3,94372.5346894186,0.0089
0.0008900000000000001,185.1,94270.67550464858,0.0089
0.0008900000000000001,184.9,94168.81631987856,0.0089
0.0009,184.2,93812.3091731835,0.009
0.0009,183.9,93659.5203960285,0.009
0.0009,183.8,93608.59080364348,0.009
0.0009,183.6,93506.73161887347,0.009
0.0009,183.5,93455.80202648845,0.009
0.0009,183.4,93404.87243410345,0.009
0.0009,183.3,93353.94284171845,0.009
0.0009,183.1,93252.08365694842,0.009
0.0009,182.9,93150.22447217842,0.009
0.0009,182.8,93099.29487979341,0.009
0.0009,182.7,93048.3652874084,0.009
0.0009,182.5,92946.50610263839,0.009
0.0009,182.4,92895.57651025338,0.009
0.0009,182.2,92793.71732548336,0.009
0.0009,182.1,92742.78773309836,0.009
0.00091,182.0,92691.85814071335,0.009099999999999999
0.00091,181.8,92589.99895594335,0.009099999999999999
0.00091,181.7,92539.06936355832,0.009099999999999999
0.00091,181.5,92437.21017878831,0.009099999999999999
0.00091,181.4,92386.28058640331,0.009099999999999999
0.00091,181.3,92335.3509940183,0.009099999999999999
0.00091,181.1,92233.49180924828,0.009099999999999999
0.00091,181.0,92182.56221686328,0.009099999999999999
0.00091,180.8,92080.70303209327,0.009099999999999999
0.00091,180.7,92029.77343970825,0.009099999999999999
0.00091,180.5,91927.91425493824,0.009099999999999999
0.00091,180.2,91775.12547778321,0.009099999999999999
0.00091,180.1,91724.1958853982,0.009099999999999999
0.00091,179.9,91622.3367006282,0.009099999999999999
0.00091,179.8,91571.40710824319,0.009099999999999999
0.00091,179.7,91520.47751585818,0.009099999999999999
0.00091,179.5,91418.61833108816,0.009099999999999999
0.00091,179.4,91367.68873870316,0.009099999999999999
0.00091,179.3,91316.75914631816,0.009099999999999999
0.00091,179.1,91214.89996154813,0.009099999999999999
0.00091,179.0,91163.97036916313,0.009099999999999999
0.00091,178.9,91113.04077677813,0.009099999999999999
0.00091,178.7,91011.1815920081,0.009099999999999999
0.00091,178.5,90909.3224072381,0.009099999999999999
0.00092,178.4,90858.39281485308,0.0092
0.00092,178.2,90756.53363008307,0.0092
0.00092,178.1,90705.60403769807,0.0092
0.00092,178.0,90654.67444531305,0.0092
0.00092,177.9,90603.74485292805,0.0092
0.00092,177.7,90501.88566815804,0.0092
0.00092,177.5,90400.02648338802,0.0092
0.00092,177.4,90349.09689100302,0.0092
0.00092,177.3,90298.167298618,0.0092
0.00092,177.1,90196.30811384799,0.0092
0.00092,177.0,90145.37852146299,0.0092
0.00092,176.8,90043.51933669297,0.0092
0.00092,176.6,89941.66015192294,0.0092
0.00092,176.5,89890.73055953794,0.0092
0.00092,176.3,89788.87137476794,0.0092
0.00092,176.1,89687.01218999791,0.0092
0.00092,175.9,89585.15300522791,0.0092
0.00093,175.8,89534.2234128429,0.0093
0.00093,175.6,89432.36422807288,0.0093
0.00093,175.4,89330.50504330287,0.0093
0.00093,175.2,89228.64585853285,0.0093
0.00093,175.0,89126.78667376284,0.0093
0.00093,174.8,89024.92748899283,0.0093
0.00093,174.6,88923.0683042228,0.0093
0.00093,174.5,88872.1387118378,0.0093
0.00093,174.3,88770.27952706779,0.0093
0.00093,174.2,88719.34993468277,0.0093
0.00093,174.1,88668.42034229777,0.0093
0.00093,173.9,88566.56115752776,0.0093
0.00093,173.8,88515.63156514276,0.0093
0.00093,173.6,88413.77238037273,0.0093
0.00093,173.5,88362.84278798773,0.0093
0.00093,173.4,88311.91319560273,0.0093
0.00094,173.2,88210.0540108327,0.009399999999999999
0.00094,172.9,88057.26523367768,0.009399999999999999
0.00094,172.8,88006.33564129268,0.009399999999999999
0.00094,172.7,87955.40604890767,0.009399999999999999
0.00094,172.5,87853.54686413765,0.009399999999999999
0.00094,172.4,87802.61727175265,0.009399999999999999
0.00094,172.2,87700.75808698262,0.009399999999999999
0.00094,171.8,87497.0397174426,0.009399999999999999
0.00094,171.7,87446.11012505759,0.009399999999999999
0.00094,171.5,87344.25094028757,0.009399999999999999
0.00094,171.4,87293.32134790257,0.009399999999999999
0.00094,171.2,87191.46216313256,0.009399999999999999
0.00094,171.0,87089.60297836254,0.009399999999999999
0.00094,170.8,86987.74379359254,0.009399999999999999
0.00094,170.7,86936.81420120751,0.009399999999999999
0.00094,170.4,86784.0254240525,0.009399999999999999
0.00094,170.3,86733.0958316675,0.009399999999999999
0.00094,170.1,86631.23664689748,0.009399999999999999
0.00094,170.0,86580.30705451246,0.009399999999999999
0.00094,169.8,86478.44786974246,0.009399999999999999
0.00094,169.7,86427.51827735745,0.009399999999999999
0.00095,169.5,86325.65909258743,0.0095
0.00095,169.4,86274.72950020243,0.0095
0.00095,169.0,86071.0111306624,0.0095
0.00095,168.8,85969.15194589239,0.0095
0.00095,168.7,85918.22235350737,0.0095
0.00095,168.5,85816.36316873736,0.0095
0.00095,168.3,85714.50398396736,0.0095
0.00095,168.1,85612.64479919733,0.0095
0.00095,168.0,85561.71520681233,0.0095
0.00095,167.8,85459.85602204231,0.0095
0.00095,167.7,85408.9264296573,0.0095
0.00095,167.5,85307.0672448873,0.0095
0.00095,167.3,85205.20806011728,0.0095
0.00095,167.2,85154.27846773226,0.0095
0.00095,167.0,85052.41928296225,0.0095
0.00095,166.9,85001.48969057725,0.0095
0.00095,166.7,84899.63050580722,0.0095
0.00095,166.6,84848.70091342222,0.0095
0.00095,166.4,84746.84172865222,0.0095
0.00095,166.3,84695.9121362672,0.0095
0.0009599999999999999,166.2,84644.98254388219,0.0096
0.0009599999999999999,165.9,84492.19376672717,0.0096
0.0009599999999999999,165.8,84441.26417434217,0.0096
0.0009599999999999999,165.6,84339.40498957214,0.0096
0.0009599999999999999,165.4,84237.54580480214,0.0096
0.0009599999999999999,165.3,84186.61621241712,0.0096
0.0009599999999999999,165.2,84135.68662003211,0.0096
0.0009599999999999999,165.0,84033.82743526211,0.0096
0.0009599999999999999,164.9,83982.8978428771,0.0096
0.0009599999999999999,164.8,83931.9682504921,0.0096
0.0009599999999999999,164.6,83830.10906572208,0.0096
0.0009599999999999999,164.5,83779.17947333706,0.0096
0.0009599999999999999,164.4,83728.24988095206,0.0096
0.0009599999999999999,164.2,83626.39069618203,0.0096
0.0009599999999999999,164.1,83575.46110379703,0.0096
0.0009599999999999999,163.9,83473.60191902703,0.0096
0.0009599999999999999,163.8,83422.67232664202,0.0096
0.0009699999999999999,163.5,83269.883549487,0.009699999999999999
0.0009699999999999999,163.3,83168.02436471698,0.009699999999999999
0.0009699999999999999,163.2,83117.09477233197,0.009699999999999999
0.0009699999999999999,163.0,83015.23558756195,0.009699999999999999
0.0009699999999999999,162.9,82964.30599517695,0.009699999999999999
0.0009699999999999999,162.8,82913.37640279195,0.009699999999999999
0.0009699999999999999,162.7,82862.44681040692,0.009699999999999999
0.0009699999999999999,162.5,82760.58762563692,0.009699999999999999
0.0009699999999999999,162.4,82709.65803325192,0.009699999999999999
0.0009699999999999999,162.3,82658.72844086691,0.009699999999999999
0.0009699999999999999,162.1,82556.86925609689,0.009699999999999999
0.0009699999999999999,162.0,82505.93966371188,0.009699999999999999
0.0009699999999999999,161.8,82404.08047894188,0.009699999999999999
0.0009699999999999999,161.6,82302.22129417185,0.009699999999999999
0.0009699999999999999,161.4,82200.36210940185,0.009699999999999999
0.0009699999999999999,161.3,82149.43251701684,0.009699999999999999
0.0009699999999999999,161.1,82047.57333224681,0.009699999999999999
0.0009699999999999999,160.9,81945.7141474768,0.009699999999999999
0.0009699999999999999,160.8,81894.7845550918,0.009699999999999999
0.0009699999999999999,160.7,81843.85496270678,0.009699999999999999
0.0009699999999999999,160.5,81741.99577793677,0.009699999999999999
0.00098,160.4,81691.06618555177,0.0098
0.00098,160.3,81640.13659316677,0.0098
0.00098,160.1,81538.27740839674,0.0098
0.00098,160.0,81487.34781601174,0.0098
0.00098,159.9,81436.41822362674,0.0098
0.00098,159.8,81385.48863124172,0.0098
0.00098,159.7,81334.5590388567,0.0098
0.00098,159.6,81283.6294464717,0.0098
0.00098,159.5,81232.6998540867,0.0098
0.00098,159.4,81181.77026170169,0.0098
0.00098,159.3,81130.84066931669,0.0098
0.00098,159.1,81028.98148454666,0.0098
0.00098,159.0,80978.05189216166,0.0098
0.00098,158.9,80927.12229977666,0.0098
0.00098,158.7,80825.26311500663,0.0098
0.00098,158.6,80774.33352262163,0.0098
0.00098,158.4,80672.47433785163,0.0098
0.00098,158.3,80621.54474546661,0.0098
0.00098,158.0,80468.75596831158,0.0098
0.00099,157.8,80366.89678354158,0.009899999999999999
0.00099,157.6,80265.03759877155,0.009899999999999999
0.00099,157.5,80214.10800638655,0.009899999999999999
0.00099,157.4,80163.17841400155,0.009899999999999999
0.00099,157.3,80112.24882161655,0.009899999999999999
0.00099,157.1,80010.38963684652,0.009899999999999999
0.00099,157.0,79959.46004446152,0.009899999999999999
0.00099,156.9,79908.5304520765,0.009899999999999999
0.00099,156.7,79806.67126730649,0.009899999999999999
0.00099,156.6,79755.74167492149,0.009899999999999999
0.00099,156.5,79704.81208253647,0.009899999999999999
0.00099,156.3,79602.95289776647,0.009899999999999999
0.00099,156.1,79501.09371299644,0.009899999999999999
0.00099,155.9,79399.23452822644,0.009899999999999999
0.00099,155.8,79348.30493584143,0.009899999999999999
0.00099,155.6,79246.44575107141,0.009899999999999999
0.00099,155.5,79195.51615868641,0.009899999999999999
0.00099,155.2,79042.72738153138,0.009899999999999999
0.00099,155.0,78940.86819676137,0.009899999999999999
0.00099,154.9,78889.93860437637,0.009899999999999999
0.00099,154.7,78788.07941960634,0.009899999999999999
0.001,154.5,78686.22023483634,0.01
0.001,154.3,78584.36105006632,0.01
0.001,154.2,78533.4314576813,0.01
0.001,154.1,78482.5018652963,0.01
0.001,153.9,78380.64268052629,0.01
0.001,153.8,78329.71308814129,0.01
0.001,153.7,78278.78349575627,0.01
0.001,153.5,78176.92431098626,0.01
0.001,153.3,78075.06512621626,0.01
0.001,153.2,78024.13553383123,0.01
0.001,153.1,77973.20594144623,0.01
0.001,152.9,77871.34675667621,0.01
0.001,152.8,77820.41716429121,0.01
0.001,152.6,77718.5579795212,0.01
0.001,152.4,77616.69879475118,0.01
0.001,152.2,77514.83960998117,0.01
0.001,152.1,77463.91001759615,0.01
0.001,151.9,77362.05083282615,0.01
0.001,151.8,77311.12124044113,0.01
0.001,151.6,77209.26205567112,0.01
0.00101,151.4,77107.4028709011,0.0101
0.00101,151.3,77056.4732785161,0.0101
0.00101,151.2,77005.54368613109,0.0101
0.00101,151.1,76954.61409374609,0.0101
0.00101,151.0,76903.68450136107,0.0101
0.00101,150.8,76801.82531659107,0.0101
0.00101,150.7,76750.89572420604,0.0101
0.00101,150.6,76699.96613182104,0.0101
0.00101,150.5,76649.03653943604,0.0101
0.00101,150.4,76598.10694705104,0.0101
0.00101,150.3,76547.17735466603,0.0101
0.00101,150.1,76445.31816989601,0.0101
0.00101,150.0,76394.38857751101,0.0101
0.00101,149.7,76241.59980035598,0.0101
0.00101,149.6,76190.67020797096,0.0101
0.00101,149.4,76088.81102320096,0.0101
0.00101,149.3,76037.88143081596,0.0101
0.00101,149.2,75986.95183843093,0.0101
0.00101,149.0,75885.09265366093,0.0101
0.00101,148.9,75834.16306127592,0.0101
0.00101,148.8,75783.23346889092,0.0101
0.00101,148.7,75732.3038765059,0.0101
0.00101,148.6,75681.3742841209,0.0101
0.00101,148.5,75630.44469173589,0.0101
0.00101,148.4,75579.51509935089,0.0101
0.00102,148.3,75528.58550696589,0.0102
0.00102,148.2,75477.65591458087,0.0102
0.00102,148.1,75426.72632219586,0.0102
0.00102,148.0,75375.79672981086,0.0102
0.00102,147.9,75324.86713742586,0.0102
0.00102,147.8,75273.93754504084,0.0102
0.00102,147.7,75223.00795265583,0.0102
0.00102,147.6,75172.07836027083,0.0102
0.00102,147.4,75070.21917550081,0.0102
0.00102,147.3,75019.28958311581,0.0102
0.00102,147.2,74968.3599907308,0.0102
0.00102,146.9,74815.57121357578,0.0102
0.00102,146.8,74764.64162119078,0.0102
0.00102,146.7,74713.71202880575,0.0102
0.00102,146.6,74662.78243642075,0.0102
0.00102,146.4,74560.92325165075,0.0102
0.00102,146.3,74509.99365926573,0.0102
0.00103,146.2,74459.06406688072,0.0103
0.00103,145.9,74306.2752897257,0.0103
0.00103,145.8,74255.3456973407,0.0103
0.00103,145.6,74153.48651257067,0.0103
0.00103,145.5,74102.55692018567,0.0103
0.00103,145.4,74051.62732780067,0.0103
0.00103,145.2,73949.76814303064,0.0103
0.00103,145.0,73847.90895826064,0.0103
0.00103,144.9,73796.97936587564,0.0103
0.00103,144.8,73746.04977349062,0.0103
0.00103,144.6,73644.19058872061,0.0103
0.00103,144.5,73593.2609963356,0.0103
0.00103,144.4,73542.3314039506,0.0103
0.00103,144.1,73389.54262679556,0.0103
0.00103,143.9,73287.68344202556,0.0103
0.00103,143.8,73236.75384964056,0.0103
0.00103,143.6,73134.89466487053,0.0103
0.00103,143.5,73083.96507248553,0.0103
0.00103,143.3,72982.10588771552,0.0103
0.00103,143.2,72931.1762953305,0.0103
0.00103,143.1,72880.2467029455,0.0103
0.00103,143.0,72829.31711056049,0.0103
0.00103,142.8,72727.45792579048,0.0103
0.00103,142.7,72676.52833340545,0.0103
0.0010400000000000001,142.6,72625.59874102045,0.010400000000000001
0.0010400000000000001,142.5,72574.66914863545,0.010400000000000001
0.0010400000000000001,142.4,72523.73955625045,0.010400000000000001
0.0010400000000000001,142.2,72421.88037148042,0.010400000000000001
0.0010400000000000001,142.1,72370.95077909542,0.010400000000000001
0.0010400000000000001,141.9,72269.09159432541,0.010400000000000001
0.0010400000000000001,141.8,72218.1620019404,0.010400000000000001
0.0010400000000000001,141.6,72116.30281717038,0.010400000000000001
0.0010400000000000001,141.4,72014.44363240038,0.010400000000000001
0.0010400000000000001,141.2,71912.58444763035,0.010400000000000001
0.0010400000000000001,141.1,71861.65485524535,0.010400000000000001
0.0010400000000000001,141.0,71810.72526286035,0.010400000000000001
0.0010400000000000001,140.9,71759.79567047535,0.010400000000000001
0.0010400000000000001,140.7,71657.93648570532,0.010400000000000001
0.0010400000000000001,140.5,71556.0773009353,0.010400000000000001
0.0010400000000000001,140.4,71505.1477085503,0.010400000000000001
0.0010500000000000002,140.4,71505.1477085503,0.0105
0.0010500000000000002,140.1,71352.35893139527,0.0105
0.0010500000000000002,140.0,71301.42933901027,0.0105
0.0010500000000000002,139.9,71250.49974662527,0.0105
0.0010500000000000002,139.8,71199.57015424027,0.0105
0.0010500000000000002,139.7,71148.64056185524,0.0105
0.0010500000000000002,139.6,71097.71096947024,0.0105
0.0010500000000000002,139.4,70995.85178470022,0.0105
0.0010500000000000002,139.3,70944.92219231522,0.0105
0.0010500000000000002,139.1,70843.0630075452,0.0105
0.0010500000000000002,139.0,70792.13341516019,0.0105
0.0010500000000000002,138.9,70741.20382277519,0.0105
0.0010500000000000002,138.7,70639.34463800518,0.0105
0.0010500000000000002,138.4,70486.55586085016,0.0105
0.0010500000000000002,138.3,70435.62626846514,0.0105
0.0010500000000000002,138.1,70333.76708369513,0.0105
0.0010500000000000002,138.0,70282.83749131013,0.0105
0.0010500000000000002,137.9,70231.90789892511,0.0105
0.0010500000000000002,137.8,70180.97830654011,0.0105
0.0010500000000000002,137.6,70079.11912177008,0.0105
0.0010500000000000002,137.5,70028.18952938508,0.0105
0.00106,137.4,69977.25993700008,0.010599999999999998
0.00106,137.3,69926.33034461508,0.010599999999999998
0.00106,137.2,69875.40075223005,0.010599999999999998
0.00106,137.1,69824.47115984505,0.010599999999999998
0.00106,137.0,69773.54156746005,0.010599999999999998
0.00106,136.9,69722.61197507505,0.010599999999999998
0.00106,136.8,69671.68238269004,0.010599999999999998
0.00106,136.7,69620.75279030502,0.010599999999999998
0.00106,136.6,69569.82319792002,0.010599999999999998
0.00106,136.5,69518.893605535,0.010599999999999998
0.00106,136.3,69417.034420765,0.010599999999999998
0.00106,136.1,69315.17523599498,0.010599999999999998
0.00106,135.8,69162.38645883997,0.010599999999999998
0.00106,135.7,69111.45686645494,0.010599999999999998
0.00106,135.6,69060.52727406994,0.010599999999999998
0.00106,135.4,68958.66808929993,0.010599999999999998
0.00106,135.2,68856.80890452991,0.010599999999999998
0.00107,135.1,68805.87931214491,0.0107
0.00107,134.9,68704.0201273749,0.0107
0.00107,134.8,68653.0905349899,0.0107
0.00107,134.6,68551.23135021987,0.0107
0.00107,134.5,68500.30175783487,0.0107
0.00107,134.4,68449.37216544987,0.0107
0.00107,134.3,68398.44257306485,0.0107
0.00107,134.2,68347.51298067984,0.0107
0.00107,134.1,68296.58338829484,0.0107
0.00107,134.0,68245.65379590984,0.0107
0.00107,133.9,68194.72420352482,0.0107
0.00107,133.8,68143.79461113982,0.0107
0.00107,133.7,68092.8650187548,0.0107
0.00107,133.6,68041.9354263698,0.0107
0.00107,133.5,67991.00583398479,0.0107
0.00107,133.3,67889.14664921479,0.0107
0.00107,133.1,67787.28746444476,0.0107
0.00107,133.0,67736.35787205976,0.0107
0.00107,132.8,67634.49868728974,0.0107
0.00107,132.6,67532.63950251973,0.0107
0.00108,132.5,67481.70991013473,0.010799999999999999
0.00108,132.4,67430.78031774971,0.010799999999999999
0.00108,132.3,67379.85072536471,0.010799999999999999
0.00108,132.1,67277.99154059468,0.010799999999999999
0.00108,131.9,67176.13235582468,0.010799999999999999
0.00108,131.8,67125.20276343968,0.010799999999999999
0.00108,131.7,67074.27317105465,0.010799999999999999
0.00108,131.6,67023.34357866965,0.010799999999999999
0.00108,131.4,66921.48439389963,0.010799999999999999
0.00108,131.3,66870.55480151463,0.010799999999999999
0.00108,131.1,66768.69561674462,0.010799999999999999
0.00108,130.9,66666.8364319746,0.010799999999999999
0.00108,130.7,66564.97724720459,0.010799999999999999
0.00108,130.6,66514.04765481957,0.010799999999999999
0.00108,130.4,66412.18847004957,0.010799999999999999
0.00108,130.1,66259.39969289454,0.010799999999999999
0.00108,130.0,66208.47010050954,0.010799999999999999
0.00108,129.8,66106.61091573953,0.010799999999999999
0.00108,129.7,66055.68132335451,0.010799999999999999
0.00108,129.6,66004.75173096951,0.010799999999999999
0.00109,129.4,65902.8925461995,0.0109
0.00109,129.1,65750.10376904446,0.0109
0.00109,129.0,65699.17417665946,0.0109
0.00109,128.9,65648.24458427446,0.0109
0.00109,128.7,65546.38539950443,0.0109
0.00109,128.5,65444.526214734426,0.0109
0.00109,128.4,65393.596622349425,0.0109
0.00109,128.3,65342.66702996442,0.0109
0.00109,128.1,65240.807845194395,0.0109
0.00109,128.0,65189.87825280939,0.0109
0.00109,127.9,65138.94866042439,0.0109
0.00109,127.7,65037.08947565437,0.0109
0.00109,127.4,64884.30069849935,0.0109
0.00109,127.3,64833.37110611433,0.0109
0.00109,127.2,64782.44151372933,0.0109
0.00109,127.0,64680.58232895932,0.0109
0.00109,126.9,64629.65273657431,0.0109
0.00109,126.8,64578.7231441893,0.0109
0.00109,126.6,64476.86395941929,0.0109
0.00109,126.5,64425.93436703428,0.0109
0.0011,126.3,64324.07518226426,0.011
0.0011,126.2,64273.145589879256,0.011
0.0011,126.0,64171.28640510924,0.011
0.0011,125.9,64120.35681272424,0.011
0.0011,125.7,64018.497627954224,0.011
0.0011,125.6,63967.56803556921,0.011
0.0011,125.5,63916.63844318421,0.011
0.0011,125.4,63865.7088507992,0.011
0.0011,125.2,63763.849666029186,0.011
0.0011,125.1,63712.92007364417,0.011
0.0011,124.9,63611.06088887416,0.011
0.0011,124.7,63509.20170410415,0.011
0.0011,124.5,63407.34251933413,0.011
0.0011,124.4,63356.41292694913,0.011
0.0011,124.2,63254.55374217911,0.011
0.0011,124.1,63203.6241497941,0.011
0.0011,123.9,63101.76496502409,0.011
0.0011,123.8,63050.83537263908,0.011
0.0011,123.6,62948.97618786906,0.011
0.0011,123.5,62898.04659548406,0.011
0.00111,123.4,62847.117003099054,0.0111
0.00111,123.1,62694.328225944024,0.0111
0.00111,123.0,62643.39863355902,0.0111
0.00111,122.8,62541.53944878901,0.0111
0.00111,122.7,62490.609856404,0.0111
0.00111,122.6,62439.68026401899,0.0111
0.00111,122.4,62337.821079248984,0.0111
0.00111,122.3,62286.89148686397,0.0111
0.00111,122.2,62235.96189447896,0.0111
0.00111,121.9,62083.173117323946,0.0111
0.00111,121.8,62032.24352493893,0.0111
0.00111,121.6,61930.384340168916,0.0111
0.00111,121.4,61828.52515539891,0.0111
0.00111,121.3,61777.5955630139,0.0111
0.00111,121.1,61675.73637824388,0.0111
0.00111,121.0,61624.80678585888,0.0111
0.00111,120.8,61522.94760108886,0.0111
0.00111,120.7,61472.01800870385,0.0111
0.00111,120.6,61421.088416318846,0.0111
0.00111,120.4,61319.22923154884,0.0111
0.00111,120.2,61217.37004677882,0.0111
0.00111,120.1,61166.44045439381,0.0111
0.00111,120.0,61115.5108620088,0.0111
0.00111,119.9,61064.5812696238,0.0111
0.00111,119.8,61013.651677238784,0.0111
0.00111,119.7,60962.72208485378,0.0111
0.00111,119.5,60860.86290008377,0.0111
0.00111,119.4,60809.93330769876,0.0111
0.00111,119.2,60708.074122928745,0.0111
0.0011200000000000001,119.1,60657.14453054373,0.0112
0.0011200000000000001,119.0,60606.21493815873,0.0112
0.0011200000000000001,118.9,60555.28534577372,0.0112
0.0011200000000000001,118.8,60504.355753388714,0.0112
0.0011200000000000001,118.7,60453.42616100371,0.0112
0.0011200000000000001,118.6,60402.4965686187,0.0112
0.0011200000000000001,118.5,60351.56697623369,0.0112
0.0011200000000000001,118.4,60300.63738384869,0.0112
0.0011200000000000001,118.3,60249.707791463676,0.0112
0.0011200000000000001,118.2,60198.778199078675,0.0112
0.0011200000000000001,118.1,60147.84860669366,0.0112
0.0011200000000000001,118.0,60096.91901430865,0.0112
0.0011200000000000001,117.9,60045.98942192365,0.0112
0.0011200000000000001,117.7,59944.13023715364,0.0112
