Time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96
4/21/22 1:40,1711.61,33.76,131.27,128.03,16.57,14.12,88.98,170.37,6.04,20.11,4.3,25.24,239.36,265.82,17.46,347.19,348.3,337.3,345.46,100.62,0.52,0.52,58.63,287.17,159.59,82.49,-7.23,98.4,117.75,1947.35,96.09,96.0,91.8,3.01,12.72,152.37,41.47,49.95,108.14,165.68,162.68,7.15,167.06,95.79,57.76,7.84,7.85,19.17,41.73,34.56,80.53,66.23,114.69,134.73,136.38,102.93,129.85,117.25,139.87,717.6,165.28,2554.58,314.2,314.2,221.05,921.43,5.41,66.67,-0.19,36.18,63.89,196.09,208.23,312.36,253.57,264.82,263.56,203.24,305.75,471.61,1165.69,326.2,63.97,348.77,55.91,723.06,334.25,94.63,215.25,43.47,338.41,1.17,11.99,55.21,333.61,659.38
4/21/22 1:45,1711.92,33.8,131.21,128.01,16.56,14.12,89.56,170.45,6.05,20.37,4.31,25.43,239.22,265.89,17.51,347.28,348.43,337.37,345.5,100.69,0.53,0.52,59.42,295.99,158.31,82.49,-6.04,98.52,117.98,1946.33,96.0,96.0,91.82,3.01,13.09,151.09,41.39,50.02,107.95,165.01,162.0,7.32,173.54,95.5,57.72,7.81,7.82,19.06,43.05,34.43,80.56,65.98,114.82,134.65,136.26,102.72,129.84,117.19,139.77,716.83,165.72,2559.08,310.38,310.38,221.26,924.91,5.42,66.66,-0.19,35.81,63.87,196.29,208.49,312.35,253.58,265.73,263.78,203.49,305.86,472.31,1165.79,326.27,63.96,348.85,55.42,721.6,334.31,94.59,215.24,42.9,338.32,1.17,11.99,54.94,333.64,659.72
4/21/22 1:50,1711.92,33.8,131.23,128.08,16.57,14.11,89.19,170.57,6.05,20.66,4.3,25.43,239.01,266.01,17.5,347.46,348.47,337.4,345.65,100.5,0.53,0.53,61.08,292.48,157.61,82.4,-6.26,98.71,117.93,1946.93,96.01,96.0,92.01,3.0,13.0,151.19,41.47,50.0,107.97,164.53,161.85,7.38,177.49,95.4,57.54,7.81,7.82,18.9,44.21,34.41,80.63,65.89,114.54,134.41,136.0,102.72,129.85,117.07,139.79,719.93,165.43,2558.96,310.42,310.42,221.19,921.15,5.42,66.62,-0.19,34.95,63.76,196.54,208.76,312.35,253.67,267.44,263.89,203.69,305.87,472.63,1165.13,326.29,64.01,349.14,55.23,721.15,334.27,94.33,215.15,42.53,338.2,1.17,11.97,54.56,333.71,657.55
4/21/22 1:55,1713.14,33.8,131.2,128.16,16.55,14.13,89.39,170.62,6.05,20.79,4.31,25.52,238.96,266.06,17.52,347.52,348.64,337.54,345.72,100.7,0.53,0.53,62.29,286.93,157.48,82.53,-7.34,99.2,117.8,1946.85,96.15,96.0,92.39,2.99,13.18,152.74,41.15,49.83,108.75,164.69,162.03,7.41,177.99,95.38,57.36,7.83,7.84,18.9,45.07,34.45,80.62,65.83,114.05,134.06,135.69,104.22,129.71,117.02,139.81,719.15,164.34,2549.77,311.68,311.68,221.25,920.93,5.45,66.6,-0.19,34.22,63.65,196.8,208.91,312.31,253.79,264.58,263.94,203.95,305.91,471.38,1161.45,326.42,64.0,349.18,55.68,722.73,334.28,95.04,215.2,42.72,338.13,1.17,11.96,54.23,333.76,653.34
4/21/22 2:00,1712.07,33.8,131.16,128.14,16.58,14.13,89.4,170.65,6.05,20.94,4.3,25.54,238.95,265.89,17.51,347.49,348.57,337.52,345.68,100.62,0.54,0.54,61.73,285.21,157.12,82.53,-6.9,99.39,117.6,1945.47,96.24,96.0,92.88,3.01,13.18,154.79,40.83,49.94,109.37,165.56,162.74,7.31,172.26,95.35,57.62,7.85,7.86,19.01,45.49,34.58,80.58,65.77,113.4,133.65,135.35,107.31,129.71,116.99,139.82,716.36,164.08,2544.89,313.46,313.46,221.32,921.73,5.42,66.62,-0.19,33.33,63.55,196.63,208.89,312.44,253.91,267.71,264.06,203.89,306.0,471.66,1157.77,326.51,64.01,349.21,56.06,722.08,334.32,95.38,215.36,42.87,338.3,1.18,11.95,54.18,333.75,650.84
4/21/22 2:05,1712.73,33.8,131.11,128.02,16.52,14.08,89.37,170.75,6.05,21.14,4.3,25.58,239.05,265.8,17.5,347.25,348.25,337.13,345.4,100.91,0.54,0.54,59.78,279.73,157.59,82.6,-7.0,99.14,117.71,1944.5,96.32,96.0,92.98,3.0,12.9,156.36,40.86,49.89,109.29,165.83,162.93,7.29,167.76,95.85,57.66,7.87,7.88,19.24,45.67,34.67,80.56,65.77,112.88,133.33,135.15,110.66,129.91,117.03,139.85,719.14,164.52,2535.01,314.0,314.0,221.34,920.77,5.42,66.5,-0.19,33.26,63.53,196.51,208.77,312.42,253.92,276.18,263.95,203.78,305.94,471.0,1160.6,326.43,64.0,348.62,55.68,721.73,334.34,95.35,215.46,43.02,338.22,1.18,11.95,54.41,333.69,647.04
4/21/22 2:10,1714.59,33.8,131.17,127.99,16.52,14.07,89.56,170.77,6.05,21.39,4.31,25.6,238.89,265.51,17.52,346.94,348.08,336.98,345.14,100.68,0.53,0.53,59.19,278.42,158.54,82.56,-6.7,99.12,117.73,1947.13,96.31,96.0,93.13,3.01,13.07,157.26,40.97,49.97,109.73,166.6,163.46,7.23,156.83,96.2,57.7,7.89,7.9,19.24,45.56,34.73,80.56,65.79,112.63,133.29,135.25,112.66,129.86,117.16,139.85,720.36,165.35,2535.27,318.05,318.05,221.29,922.87,5.42,66.23,-0.19,33.45,63.56,196.45,208.67,312.36,253.87,275.62,263.87,203.66,305.84,469.58,1160.53,326.4,64.01,348.63,55.87,721.97,334.4,94.95,215.49,42.96,338.08,1.18,11.95,54.93,333.56,647.43
4/21/22 2:15,1715.23,33.8,131.25,128.04,16.52,14.09,89.63,170.73,6.05,21.7,4.3,25.59,238.97,265.45,17.55,346.99,348.12,337.0,345.18,100.83,0.53,0.53,60.93,283.43,158.4,82.48,-6.17,98.42,117.72,1947.45,96.26,96.0,92.66,3.02,13.11,156.36,41.15,50.15,109.13,166.44,163.81,7.26,157.29,96.52,57.58,7.9,7.91,19.17,45.09,34.74,80.54,65.96,112.76,133.55,135.38,111.84,129.92,117.24,139.85,718.65,165.46,2534.24,310.63,310.62,221.17,920.01,5.42,66.14,-0.2,34.21,63.46,196.49,208.75,312.23,253.81,273.93,263.8,203.7,305.76,469.79,1163.96,326.27,63.99,348.71,55.96,722.45,334.41,94.96,215.39,42.71,337.87,1.18,11.95,55.49,333.51,649.99
4/21/22 2:20,1714.27,33.8,131.34,128.09,16.5,14.07,89.59,170.54,6.04,22.01,4.3,25.52,239.0,265.55,17.51,347.31,348.27,337.2,345.53,100.8,0.53,0.53,61.24,288.06,158.38,82.39,-6.54,98.17,117.84,1945.01,96.2,96.0,92.17,3.01,13.18,155.12,41.5,49.95,108.07,165.29,162.94,7.62,172.7,96.49,57.75,7.88,7.89,19.29,44.45,34.65,80.47,66.01,113.28,133.81,135.74,109.76,130.04,117.28,140.08,716.73,165.63,2544.88,293.84,293.81,221.2,919.38,5.42,65.92,-0.2,34.75,63.39,196.55,208.8,312.31,253.7,271.76,263.91,203.78,305.82,469.88,1160.84,326.21,64.02,348.83,54.35,723.98,334.41,95.08,215.36,42.51,337.73,1.18,11.96,55.7,333.48,653.83
4/21/22 2:25,1711.31,33.8,131.32,128.16,16.52,14.09,88.96,170.54,6.05,22.38,4.3,25.54,238.67,265.64,17.43,347.53,348.43,337.32,345.72,100.22,0.53,0.53,62.24,295.28,157.98,81.74,-6.6,98.95,117.88,1944.66,96.05,96.0,92.58,2.99,13.18,155.28,41.32,49.89,108.54,164.95,162.58,7.75,178.16,96.1,57.65,7.87,7.88,19.51,43.81,34.67,80.5,66.03,113.52,134.15,135.92,107.6,129.62,116.91,139.85,720.96,165.81,2563.44,305.28,305.28,221.24,924.03,5.41,66.05,-0.21,35.17,63.23,196.7,208.92,312.48,253.74,271.66,264.26,203.93,306.04,468.93,1161.37,326.38,63.99,349.38,53.67,725.87,334.29,94.75,215.32,42.15,337.77,1.17,11.96,55.52,333.51,655.81
